InvoiceNo,InvoiceDate,StockCode,Description,Quantity,UnitPrice,CustomerID,TotalRevenue
INV67549,2023-08-07,PROD006,Anti-Ageing Eye Cream,1,69.99,1071,69.99
INV92742,2023-07-26,PROD006,Anti-Ageing Eye Cream,2,69.99,1174,139.98
INV96413,2023-11-19,PROD010,Collagen Supplement,5,49.99,1057,249.95
INV53426,2023-07-28,PROD005,Lip Treatment Set,2,24.99,1109,49.98
INV86435,2023-11-27,PROD004,Hair Growth Oil,5,44.99,1024,224.95
INV68487,2023-06-25,PROD003,Vitamin C Kit,1,59.99,1146,59.99
INV18885,2023-08-07,PROD004,Hair Growth Oil,1,44.99,1095,44.99
INV46467,2023-09-12,PROD009,Hyaluronic Toner,3,39.99,1073,119.97
INV69614,2023-11-24,PROD007,SPF 50 Sunscreen,2,29.99,1021,59.98
INV39603,2023-10-29,PROD010,Collagen Supplement,3,49.99,1058,149.97
INV80879,2023-05-15,PROD007,SPF 50 Sunscreen,2,29.99,1168,59.98
INV42075,2023-10-11,PROD010,Collagen Supplement,1,49.99,1264,49.99
INV40279,2023-03-08,PROD002,Moisturising Cream,1,34.99,1206,34.99
INV28139,2023-06-25,PROD001,Premium Face Serum,1,89.99,1116,89.99
INV29555,2023-11-20,PROD001,Premium Face Serum,3,89.99,1018,269.97
INV13396,2023-10-06,PROD004,Hair Growth Oil,2,44.99,1041,89.98
INV43913,2023-06-28,PROD001,Premium Face Serum,1,89.99,1064,89.99
INV61369,2023-10-07,PROD002,Moisturising Cream,2,34.99,1296,69.98
INV62772,2023-11-23,PROD002,Moisturising Cream,2,34.99,1005,69.98
INV78969,2023-02-19,PROD004,Hair Growth Oil,1,44.99,1207,44.99
INV21042,2023-08-03,PROD005,Lip Treatment Set,3,24.99,1078,74.97
INV97050,2023-12-05,PROD008,Retinol Night Cream,3,54.99,1073,164.97
INV43202,2023-03-22,PROD001,Premium Face Serum,1,89.99,1190,89.99
INV91685,2023-07-23,PROD010,Collagen Supplement,1,49.99,1153,49.99
INV62028,2023-12-28,PROD008,Retinol Night Cream,3,54.99,1104,164.97
INV29603,2023-05-14,PROD009,Hyaluronic Toner,2,39.99,1154,79.98
INV24184,2023-11-24,PROD008,Retinol Night Cream,3,54.99,1030,164.97
INV79002,2023-11-02,PROD004,Hair Growth Oil,1,44.99,1092,44.99
INV86818,2023-04-01,PROD007,SPF 50 Sunscreen,2,29.99,1161,59.98
INV86756,2023-05-17,PROD001,Premium Face Serum,1,89.99,1138,89.99
INV60738,2023-07-29,PROD009,Hyaluronic Toner,1,39.99,1099,39.99
INV67779,2023-11-22,PROD001,Premium Face Serum,4,89.99,1025,359.96
INV42631,2023-02-18,PROD001,Premium Face Serum,1,89.99,1188,89.99
INV55603,2023-01-11,PROD001,Premium Face Serum,2,89.99,1218,179.98
INV41005,2023-08-30,PROD003,Vitamin C Kit,1,59.99,1091,59.99
INV97304,2023-11-03,PROD001,Premium Face Serum,2,89.99,1081,179.98
INV63523,2023-09-12,PROD008,Retinol Night Cream,4,54.99,1021,219.96
INV58741,2023-10-11,PROD005,Lip Treatment Set,1,24.99,1081,24.99
INV35242,2023-10-03,PROD004,Hair Growth Oil,2,44.99,1017,89.98
INV61936,2023-11-30,PROD004,Hair Growth Oil,2,44.99,1087,89.98
INV52034,2023-03-21,PROD006,Anti-Ageing Eye Cream,1,69.99,1199,69.99
INV19602,2023-11-19,PROD010,Collagen Supplement,2,49.99,1008,99.98
INV60747,2023-02-05,PROD001,Premium Face Serum,2,89.99,1237,179.98
INV49107,2023-12-16,PROD001,Premium Face Serum,2,89.99,1053,179.98
INV79655,2023-06-07,PROD010,Collagen Supplement,1,49.99,1154,49.99
INV63088,2023-10-24,PROD005,Lip Treatment Set,2,24.99,1032,49.98
INV99065,2023-11-22,PROD009,Hyaluronic Toner,5,39.99,1010,199.95
INV26389,2023-02-12,PROD003,Vitamin C Kit,1,59.99,1175,59.99
INV52762,2023-08-20,PROD007,SPF 50 Sunscreen,3,29.99,1086,89.97
INV62219,2023-05-24,PROD010,Collagen Supplement,1,49.99,1172,49.99
INV57381,2023-12-18,PROD003,Vitamin C Kit,3,59.99,1042,179.97
INV27625,2023-02-15,PROD007,SPF 50 Sunscreen,2,29.99,1171,59.98
INV60209,2023-10-01,PROD002,Moisturising Cream,1,34.99,1076,34.99
INV46760,2023-11-15,PROD002,Moisturising Cream,1,34.99,1281,34.99
INV58629,2023-09-18,PROD007,SPF 50 Sunscreen,5,29.99,1026,149.95
INV41584,2023-12-27,PROD002,Moisturising Cream,3,34.99,1057,104.97
INV62461,2023-07-17,PROD002,Moisturising Cream,2,34.99,1117,69.98
INV98181,2023-11-12,PROD001,Premium Face Serum,5,89.99,1052,449.95
INV56457,2023-09-25,PROD010,Collagen Supplement,4,49.99,1057,199.96
INV73208,2023-05-09,PROD002,Moisturising Cream,1,34.99,1154,34.99
INV90031,2023-12-02,PROD004,Hair Growth Oil,5,44.99,1036,224.95
INV58790,2023-07-04,PROD004,Hair Growth Oil,2,44.99,1088,89.98
INV85246,2023-11-04,PROD003,Vitamin C Kit,2,59.99,1294,119.98
INV27978,2023-08-09,PROD010,Collagen Supplement,3,49.99,1114,149.97
INV43352,2023-12-02,PROD001,Premium Face Serum,5,89.99,1053,449.95
INV33363,2023-10-07,PROD002,Moisturising Cream,2,34.99,1267,69.98
INV28953,2023-12-12,PROD003,Vitamin C Kit,1,59.99,1260,59.99
INV99285,2023-10-13,PROD008,Retinol Night Cream,2,54.99,1049,109.98
INV27555,2023-09-02,PROD002,Moisturising Cream,5,34.99,1045,174.95
INV27758,2023-07-21,PROD008,Retinol Night Cream,1,54.99,1061,54.99
INV55158,2023-09-10,PROD001,Premium Face Serum,5,89.99,1053,449.95
INV41179,2023-12-09,PROD001,Premium Face Serum,2,89.99,1262,179.98
INV76248,2023-07-20,PROD007,SPF 50 Sunscreen,3,29.99,1069,89.97
INV76692,2023-11-20,PROD002,Moisturising Cream,1,34.99,1082,34.99
INV12068,2023-10-16,PROD004,Hair Growth Oil,4,44.99,1028,179.96
INV29476,2023-12-17,PROD010,Collagen Supplement,5,49.99,1022,249.95
INV53064,2023-11-15,PROD004,Hair Growth Oil,3,44.99,1028,134.97
INV36201,2023-02-07,PROD001,Premium Face Serum,1,89.99,1127,89.99
INV21995,2023-10-11,PROD006,Anti-Ageing Eye Cream,2,69.99,1059,139.98
INV67536,2023-01-15,PROD003,Vitamin C Kit,2,59.99,1159,119.98
INV60939,2023-10-14,PROD006,Anti-Ageing Eye Cream,3,69.99,1067,209.97
INV19046,2023-11-29,PROD002,Moisturising Cream,2,34.99,1053,69.98
INV34405,2023-12-03,PROD008,Retinol Night Cream,4,54.99,1050,219.96
INV23928,2023-07-01,PROD005,Lip Treatment Set,1,24.99,1114,24.99
INV47363,2023-12-29,PROD002,Moisturising Cream,2,34.99,1037,69.98
INV67619,2023-09-10,PROD001,Premium Face Serum,3,89.99,1044,269.97
INV97538,2023-12-13,PROD009,Hyaluronic Toner,2,39.99,1008,79.98
INV75325,2023-02-13,PROD007,SPF 50 Sunscreen,2,29.99,1185,59.98
INV63554,2023-10-25,PROD004,Hair Growth Oil,1,44.99,1247,44.99
INV98338,2023-09-20,PROD003,Vitamin C Kit,2,59.99,1031,119.98
INV91691,2023-12-10,PROD005,Lip Treatment Set,4,24.99,1023,99.96
INV89482,2023-10-06,PROD001,Premium Face Serum,2,89.99,1025,179.98
INV67817,2023-11-05,PROD009,Hyaluronic Toner,2,39.99,1291,79.98
INV50499,2023-09-04,PROD003,Vitamin C Kit,4,59.99,1031,239.96
INV71993,2023-11-13,PROD008,Retinol Night Cream,3,54.99,1005,164.97
INV48800,2023-08-05,PROD004,Hair Growth Oil,2,44.99,1116,89.98
INV63429,2023-05-28,PROD004,Hair Growth Oil,2,44.99,1137,89.98
INV18450,2023-08-06,PROD002,Moisturising Cream,1,34.99,1088,34.99
INV47247,2023-03-21,PROD004,Hair Growth Oil,1,44.99,1177,44.99
INV86544,2023-03-09,PROD003,Vitamin C Kit,1,59.99,1130,59.99
INV94004,2023-02-06,PROD006,Anti-Ageing Eye Cream,2,69.99,1200,139.98
INV77862,2023-11-16,PROD005,Lip Treatment Set,1,24.99,1078,24.99
INV25043,2023-11-15,PROD004,Hair Growth Oil,5,44.99,1019,224.95
INV86099,2023-09-15,PROD005,Lip Treatment Set,3,24.99,1010,74.97
INV40886,2023-11-23,PROD008,Retinol Night Cream,3,54.99,1099,164.97
INV48248,2023-07-23,PROD003,Vitamin C Kit,3,59.99,1098,179.97
INV79827,2023-12-10,PROD001,Premium Face Serum,4,89.99,1015,359.96
INV85066,2023-10-19,PROD009,Hyaluronic Toner,1,39.99,1070,39.99
INV21919,2023-11-27,PROD004,Hair Growth Oil,5,44.99,1052,224.95
INV58903,2023-10-15,PROD004,Hair Growth Oil,3,44.99,1111,134.97
INV59160,2023-03-14,PROD009,Hyaluronic Toner,1,39.99,1210,39.99
INV70589,2023-12-03,PROD004,Hair Growth Oil,3,44.99,1002,134.97
INV67366,2023-12-16,PROD010,Collagen Supplement,3,49.99,1036,149.97
INV59440,2023-02-14,PROD009,Hyaluronic Toner,1,39.99,1130,39.99
INV85341,2023-10-01,PROD007,SPF 50 Sunscreen,4,29.99,1024,119.96
INV70513,2023-10-18,PROD010,Collagen Supplement,5,49.99,1036,249.95
INV15144,2023-12-06,PROD009,Hyaluronic Toner,2,39.99,1252,79.98
INV99694,2023-01-21,PROD001,Premium Face Serum,2,89.99,1236,179.98
INV72373,2023-06-05,PROD002,Moisturising Cream,1,34.99,1154,34.99
INV99166,2023-11-07,PROD005,Lip Treatment Set,2,24.99,1004,49.98
INV78118,2023-12-18,PROD010,Collagen Supplement,2,49.99,1273,99.98
INV89471,2023-10-02,PROD002,Moisturising Cream,5,34.99,1018,174.95
INV95191,2023-09-04,PROD006,Anti-Ageing Eye Cream,2,69.99,1037,139.98
INV85690,2023-12-14,PROD010,Collagen Supplement,4,49.99,1054,199.96
INV40149,2023-09-20,PROD004,Hair Growth Oil,4,44.99,1056,179.96
INV91987,2023-12-04,PROD002,Moisturising Cream,3,34.99,1019,104.97
INV27961,2023-09-06,PROD001,Premium Face Serum,2,89.99,1046,179.98
INV15226,2023-06-07,PROD010,Collagen Supplement,1,49.99,1133,49.99
INV80405,2023-01-02,PROD010,Collagen Supplement,2,49.99,1140,99.98
INV11947,2023-12-20,PROD001,Premium Face Serum,3,89.99,1028,269.97
INV86315,2023-09-23,PROD010,Collagen Supplement,2,49.99,1063,99.98
INV22208,2023-08-23,PROD010,Collagen Supplement,1,49.99,1073,49.99
INV82768,2023-10-01,PROD007,SPF 50 Sunscreen,5,29.99,1016,149.95
INV80075,2023-12-03,PROD004,Hair Growth Oil,3,44.99,1108,134.97
INV28322,2023-06-25,PROD008,Retinol Night Cream,1,54.99,1088,54.99
INV66370,2023-12-11,PROD002,Moisturising Cream,3,34.99,1029,104.97
INV98773,2023-06-12,PROD003,Vitamin C Kit,2,59.99,1140,119.98
INV64377,2023-11-30,PROD004,Hair Growth Oil,2,44.99,1013,89.98
INV49315,2023-11-10,PROD009,Hyaluronic Toner,4,39.99,1042,159.96
INV19120,2023-09-24,PROD003,Vitamin C Kit,5,59.99,1031,299.95
INV42018,2023-12-29,PROD006,Anti-Ageing Eye Cream,2,69.99,1008,139.98
INV83873,2023-11-28,PROD006,Anti-Ageing Eye Cream,3,69.99,1092,209.97
INV96944,2023-03-31,PROD004,Hair Growth Oil,1,44.99,1132,44.99
INV87110,2023-09-09,PROD006,Anti-Ageing Eye Cream,2,69.99,1005,139.98
INV78062,2023-11-03,PROD008,Retinol Night Cream,4,54.99,1040,219.96
INV90482,2023-05-09,PROD001,Premium Face Serum,1,89.99,1146,89.99
INV97670,2023-09-04,PROD007,SPF 50 Sunscreen,4,29.99,1013,119.96
INV62550,2023-12-23,PROD009,Hyaluronic Toner,1,39.99,1083,39.99
INV15475,2023-05-23,PROD003,Vitamin C Kit,1,59.99,1140,59.99
INV32630,2023-09-18,PROD002,Moisturising Cream,5,34.99,1042,174.95
INV83553,2023-03-25,PROD010,Collagen Supplement,1,49.99,1223,49.99
INV97797,2023-12-03,PROD010,Collagen Supplement,1,49.99,1119,49.99
INV17553,2023-07-15,PROD004,Hair Growth Oil,1,44.99,1104,44.99
INV42895,2023-07-21,PROD008,Retinol Night Cream,2,54.99,1172,109.98
INV78233,2023-11-29,PROD001,Premium Face Serum,1,89.99,1289,89.99
INV90079,2023-11-26,PROD004,Hair Growth Oil,3,44.99,1050,134.97
INV70931,2023-12-13,PROD009,Hyaluronic Toner,5,39.99,1016,199.95
INV42613,2023-11-21,PROD001,Premium Face Serum,3,89.99,1112,269.97
INV32005,2023-07-31,PROD006,Anti-Ageing Eye Cream,2,69.99,1094,139.98
INV30446,2023-02-21,PROD004,Hair Growth Oil,2,44.99,1167,89.98
INV90560,2023-11-21,PROD005,Lip Treatment Set,4,24.99,1051,99.96
INV31298,2023-09-25,PROD002,Moisturising Cream,4,34.99,1050,139.96
INV74517,2023-07-07,PROD010,Collagen Supplement,1,49.99,1092,49.99
INV50846,2023-10-14,PROD003,Vitamin C Kit,4,59.99,1031,239.96
INV21232,2023-09-24,PROD010,Collagen Supplement,5,49.99,1059,249.95
INV79993,2023-10-07,PROD008,Retinol Night Cream,3,54.99,1036,164.97
INV31706,2023-05-09,PROD003,Vitamin C Kit,2,59.99,1149,119.98
INV98940,2023-06-18,PROD003,Vitamin C Kit,1,59.99,1154,59.99
INV21957,2023-11-27,PROD008,Retinol Night Cream,2,54.99,1030,109.98
INV51373,2023-04-28,PROD002,Moisturising Cream,2,34.99,1169,69.98
INV70616,2023-10-20,PROD008,Retinol Night Cream,2,54.99,1279,109.98
INV40928,2023-01-07,PROD004,Hair Growth Oil,1,44.99,1191,44.99
INV34697,2023-08-27,PROD008,Retinol Night Cream,2,54.99,1113,109.98
INV22571,2023-08-12,PROD005,Lip Treatment Set,1,24.99,1097,24.99
INV13783,2023-10-27,PROD008,Retinol Night Cream,2,54.99,1021,109.98
INV88234,2023-01-11,PROD003,Vitamin C Kit,2,59.99,1131,119.98
INV95841,2023-12-05,PROD003,Vitamin C Kit,5,59.99,1026,299.95
INV55820,2023-09-12,PROD004,Hair Growth Oil,5,44.99,1037,224.95
INV31467,2023-12-02,PROD008,Retinol Night Cream,1,54.99,1247,54.99
INV85842,2023-06-12,PROD005,Lip Treatment Set,2,24.99,1147,49.98
INV74569,2023-09-06,PROD001,Premium Face Serum,4,89.99,1026,359.96
INV42768,2023-09-21,PROD004,Hair Growth Oil,3,44.99,1037,134.97
INV38903,2023-11-07,PROD005,Lip Treatment Set,2,24.99,1032,49.98
INV94852,2023-06-03,PROD008,Retinol Night Cream,1,54.99,1106,54.99
INV46559,2023-12-19,PROD004,Hair Growth Oil,2,44.99,1016,89.98
INV41544,2023-10-24,PROD010,Collagen Supplement,2,49.99,1054,99.98
INV83783,2023-10-14,PROD009,Hyaluronic Toner,5,39.99,1046,199.95
INV75191,2023-04-25,PROD006,Anti-Ageing Eye Cream,1,69.99,1121,69.99
INV84899,2023-02-13,PROD002,Moisturising Cream,2,34.99,1221,69.98
INV31567,2023-12-22,PROD006,Anti-Ageing Eye Cream,4,69.99,1025,279.96
INV91156,2023-07-09,PROD001,Premium Face Serum,3,89.99,1089,269.97
INV51365,2023-12-11,PROD004,Hair Growth Oil,2,44.99,1039,89.98
INV41496,2023-07-19,PROD003,Vitamin C Kit,3,59.99,1108,179.97
INV81638,2023-10-05,PROD004,Hair Growth Oil,3,44.99,1084,134.97
INV12456,2023-10-21,PROD001,Premium Face Serum,5,89.99,1032,449.95
INV61788,2023-03-14,PROD008,Retinol Night Cream,2,54.99,1139,109.98
INV47606,2023-12-16,PROD001,Premium Face Serum,4,89.99,1011,359.96
INV37925,2023-07-13,PROD008,Retinol Night Cream,2,54.99,1077,109.98
INV83516,2023-11-30,PROD003,Vitamin C Kit,3,59.99,1047,179.97
INV25058,2023-10-15,PROD009,Hyaluronic Toner,4,39.99,1030,159.96
INV58606,2023-01-17,PROD005,Lip Treatment Set,1,24.99,1158,24.99
INV21164,2023-12-13,PROD010,Collagen Supplement,4,49.99,1018,199.96
INV81810,2023-11-18,PROD009,Hyaluronic Toner,5,39.99,1012,199.95
INV75382,2023-04-28,PROD010,Collagen Supplement,1,49.99,1123,49.99
INV30766,2023-12-12,PROD003,Vitamin C Kit,3,59.99,1111,179.97
INV77999,2023-07-27,PROD009,Hyaluronic Toner,3,39.99,1064,119.97
INV73133,2023-04-25,PROD010,Collagen Supplement,2,49.99,1152,99.98
INV74921,2023-12-17,PROD008,Retinol Night Cream,3,54.99,1070,164.97
INV50213,2023-11-25,PROD002,Moisturising Cream,5,34.99,1051,174.95
INV84537,2023-09-12,PROD003,Vitamin C Kit,3,59.99,1103,179.97
INV84420,2023-09-02,PROD006,Anti-Ageing Eye Cream,4,69.99,1050,279.96
INV34318,2023-03-23,PROD009,Hyaluronic Toner,2,39.99,1198,79.98
INV59615,2023-12-03,PROD008,Retinol Night Cream,2,54.99,1002,109.98
INV48680,2023-11-05,PROD004,Hair Growth Oil,3,44.99,1089,134.97
INV93746,2023-12-30,PROD006,Anti-Ageing Eye Cream,4,69.99,1024,279.96
INV92242,2023-12-06,PROD003,Vitamin C Kit,2,59.99,1025,119.98
INV27659,2023-01-03,PROD007,SPF 50 Sunscreen,2,29.99,1196,59.98
INV64172,2023-09-30,PROD001,Premium Face Serum,2,89.99,1049,179.98
INV47196,2023-10-31,PROD003,Vitamin C Kit,2,59.99,1011,119.98
INV46342,2023-12-09,PROD003,Vitamin C Kit,2,59.99,1028,119.98
INV41760,2023-03-20,PROD009,Hyaluronic Toner,1,39.99,1223,39.99
INV25717,2023-08-18,PROD008,Retinol Night Cream,2,54.99,1087,109.98
INV98129,2023-06-09,PROD005,Lip Treatment Set,2,24.99,1126,49.98
INV67700,2023-11-06,PROD007,SPF 50 Sunscreen,2,29.99,1061,59.98
INV47941,2023-12-10,PROD008,Retinol Night Cream,3,54.99,1049,164.97
INV54967,2023-06-12,PROD002,Moisturising Cream,1,34.99,1066,34.99
INV74634,2023-08-08,PROD005,Lip Treatment Set,2,24.99,1061,49.98
INV70515,2023-09-11,PROD007,SPF 50 Sunscreen,3,29.99,1014,89.97
INV61605,2023-01-09,PROD009,Hyaluronic Toner,2,39.99,1168,79.98
INV73300,2023-11-09,PROD005,Lip Treatment Set,4,24.99,1044,99.96
INV38913,2023-02-11,PROD007,SPF 50 Sunscreen,2,29.99,1180,59.98
INV50189,2023-11-29,PROD008,Retinol Night Cream,4,54.99,1017,219.96
INV62288,2023-03-05,PROD005,Lip Treatment Set,1,24.99,1165,24.99
INV62034,2023-10-24,PROD003,Vitamin C Kit,2,59.99,1049,119.98
INV53694,2023-10-03,PROD010,Collagen Supplement,3,49.99,1035,149.97
INV29536,2023-09-02,PROD002,Moisturising Cream,2,34.99,1009,69.98
INV34123,2023-09-18,PROD009,Hyaluronic Toner,5,39.99,1057,199.95
INV38632,2023-03-26,PROD006,Anti-Ageing Eye Cream,2,69.99,1133,139.98
INV71261,2023-11-26,PROD007,SPF 50 Sunscreen,3,29.99,1013,89.97
INV48770,2023-09-18,PROD003,Vitamin C Kit,2,59.99,1036,119.98
INV75035,2023-11-11,PROD010,Collagen Supplement,1,49.99,1094,49.99
INV77251,2023-11-21,PROD007,SPF 50 Sunscreen,4,29.99,1040,119.96
INV67344,2023-02-02,PROD001,Premium Face Serum,2,89.99,1196,179.98
INV23644,2023-02-15,PROD008,Retinol Night Cream,2,54.99,1208,109.98
INV52616,2023-08-26,PROD005,Lip Treatment Set,3,24.99,1107,74.97
INV92831,2023-09-15,PROD008,Retinol Night Cream,2,54.99,1038,109.98
INV90358,2023-03-02,PROD005,Lip Treatment Set,2,24.99,1170,49.98
INV90728,2023-10-26,PROD003,Vitamin C Kit,4,59.99,1016,239.96
INV33218,2023-11-17,PROD003,Vitamin C Kit,2,59.99,1033,119.98
INV95575,2023-12-28,PROD003,Vitamin C Kit,5,59.99,1049,299.95
INV27709,2023-05-19,PROD005,Lip Treatment Set,2,24.99,1177,49.98
INV84774,2023-02-02,PROD005,Lip Treatment Set,1,24.99,1215,24.99
INV82686,2023-06-22,PROD006,Anti-Ageing Eye Cream,1,69.99,1165,69.99
INV31292,2023-12-28,PROD002,Moisturising Cream,4,34.99,1058,139.96
INV91033,2023-08-26,PROD009,Hyaluronic Toner,3,39.99,1119,119.97
INV94746,2023-02-22,PROD009,Hyaluronic Toner,2,39.99,1135,79.98
INV43801,2023-07-22,PROD003,Vitamin C Kit,3,59.99,1100,179.97
INV31096,2023-02-24,PROD007,SPF 50 Sunscreen,1,29.99,1141,29.99
INV49874,2023-06-24,PROD003,Vitamin C Kit,3,59.99,1087,179.97
INV37297,2023-12-26,PROD006,Anti-Ageing Eye Cream,1,69.99,1280,69.99
INV15693,2023-05-14,PROD007,SPF 50 Sunscreen,2,29.99,1155,59.98
INV64460,2023-09-12,PROD005,Lip Treatment Set,4,24.99,1025,99.96
INV60132,2023-12-03,PROD007,SPF 50 Sunscreen,4,29.99,1053,119.96
INV60778,2023-02-14,PROD003,Vitamin C Kit,1,59.99,1124,59.99
INV25129,2023-09-14,PROD003,Vitamin C Kit,4,59.99,1008,239.96
INV79822,2023-12-03,PROD008,Retinol Night Cream,2,54.99,1004,109.98
INV14813,2023-10-19,PROD001,Premium Face Serum,2,89.99,1265,179.98
INV39444,2023-12-14,PROD004,Hair Growth Oil,4,44.99,1011,179.96
INV78674,2023-12-27,PROD009,Hyaluronic Toner,2,39.99,1057,79.98
INV64262,2023-04-24,PROD006,Anti-Ageing Eye Cream,2,69.99,1175,139.98
INV31542,2023-11-13,PROD002,Moisturising Cream,3,34.99,1066,104.97
INV24728,2023-02-17,PROD003,Vitamin C Kit,1,59.99,1228,59.99
INV22871,2023-06-21,PROD002,Moisturising Cream,2,34.99,1141,69.98
INV14067,2023-09-29,PROD002,Moisturising Cream,2,34.99,1014,69.98
INV98835,2023-09-25,PROD010,Collagen Supplement,4,49.99,1025,199.96
INV75840,2023-10-11,PROD008,Retinol Night Cream,1,54.99,1246,54.99
INV87060,2023-07-01,PROD004,Hair Growth Oil,1,44.99,1071,44.99
INV82924,2023-09-13,PROD006,Anti-Ageing Eye Cream,3,69.99,1030,209.97
INV72793,2023-12-28,PROD008,Retinol Night Cream,4,54.99,1048,219.96
INV58637,2023-11-22,PROD002,Moisturising Cream,5,34.99,1055,174.95
INV51614,2023-12-23,PROD010,Collagen Supplement,1,49.99,1241,49.99
INV71122,2023-03-07,PROD001,Premium Face Serum,2,89.99,1130,179.98
INV89822,2023-05-10,PROD007,SPF 50 Sunscreen,2,29.99,1125,59.98
INV74216,2023-03-09,PROD005,Lip Treatment Set,2,24.99,1235,49.98
INV87028,2023-04-07,PROD007,SPF 50 Sunscreen,2,29.99,1148,59.98
INV92802,2023-12-16,PROD008,Retinol Night Cream,5,54.99,1039,274.95
INV79806,2023-09-23,PROD003,Vitamin C Kit,5,59.99,1032,299.95
INV72781,2023-10-29,PROD001,Premium Face Serum,2,89.99,1029,179.98
INV24170,2023-10-31,PROD001,Premium Face Serum,3,89.99,1113,269.97
INV86162,2023-02-01,PROD001,Premium Face Serum,1,89.99,1192,89.99
INV57013,2023-07-12,PROD009,Hyaluronic Toner,1,39.99,1128,39.99
INV74843,2023-07-26,PROD007,SPF 50 Sunscreen,1,29.99,1074,29.99
INV29168,2023-11-27,PROD003,Vitamin C Kit,1,59.99,1072,59.99
INV49992,2023-01-02,PROD006,Anti-Ageing Eye Cream,1,69.99,1228,69.99
INV53288,2023-10-02,PROD005,Lip Treatment Set,3,24.99,1055,74.97
INV26614,2023-09-23,PROD005,Lip Treatment Set,2,24.99,1028,49.98
INV57175,2023-12-30,PROD005,Lip Treatment Set,5,24.99,1060,124.95
INV96870,2023-12-31,PROD008,Retinol Night Cream,2,54.99,1027,109.98
INV46264,2023-07-21,PROD004,Hair Growth Oil,2,44.99,1143,89.98
INV84421,2023-12-08,PROD002,Moisturising Cream,2,34.99,1297,69.98
INV70952,2023-09-15,PROD010,Collagen Supplement,3,49.99,1015,149.97
INV19116,2023-11-19,PROD006,Anti-Ageing Eye Cream,3,69.99,1002,209.97
INV35995,2023-11-13,PROD007,SPF 50 Sunscreen,5,29.99,1015,149.95
INV14852,2023-11-24,PROD003,Vitamin C Kit,5,59.99,1023,299.95
INV89503,2023-01-28,PROD005,Lip Treatment Set,2,24.99,1138,49.98
INV14551,2023-08-16,PROD002,Moisturising Cream,2,34.99,1100,69.98
INV31020,2023-11-28,PROD007,SPF 50 Sunscreen,2,29.99,1115,59.98
INV69829,2023-11-11,PROD004,Hair Growth Oil,2,44.99,1012,89.98
INV53416,2023-10-31,PROD001,Premium Face Serum,4,89.99,1047,359.96
INV42346,2023-12-28,PROD006,Anti-Ageing Eye Cream,2,69.99,1250,139.98
INV71235,2023-04-02,PROD006,Anti-Ageing Eye Cream,2,69.99,1177,139.98
INV94819,2023-06-22,PROD009,Hyaluronic Toner,1,39.99,1128,39.99
INV75774,2023-10-23,PROD004,Hair Growth Oil,5,44.99,1047,224.95
INV68008,2023-09-18,PROD008,Retinol Night Cream,4,54.99,1012,219.96
INV52425,2023-03-14,PROD003,Vitamin C Kit,2,59.99,1197,119.98
INV80206,2023-10-23,PROD002,Moisturising Cream,2,34.99,1101,69.98
INV67560,2023-11-16,PROD010,Collagen Supplement,4,49.99,1020,199.96
INV38668,2023-11-30,PROD003,Vitamin C Kit,2,59.99,1057,119.98
INV47243,2023-09-13,PROD009,Hyaluronic Toner,5,39.99,1035,199.95
INV96646,2023-10-03,PROD003,Vitamin C Kit,2,59.99,1028,119.98
INV36738,2023-02-07,PROD001,Premium Face Serum,2,89.99,1128,179.98
INV83048,2023-09-19,PROD004,Hair Growth Oil,5,44.99,1025,224.95
INV47475,2023-11-26,PROD007,SPF 50 Sunscreen,2,29.99,1253,59.98
INV57329,2023-06-19,PROD009,Hyaluronic Toner,1,39.99,1079,39.99
INV93735,2023-10-03,PROD010,Collagen Supplement,2,49.99,1290,99.98
INV61910,2023-10-15,PROD006,Anti-Ageing Eye Cream,2,69.99,1277,139.98
INV65771,2023-11-10,PROD009,Hyaluronic Toner,4,39.99,1017,159.96
INV82954,2023-01-11,PROD007,SPF 50 Sunscreen,2,29.99,1130,59.98
INV24316,2023-11-29,PROD005,Lip Treatment Set,3,24.99,1048,74.97
INV26821,2023-11-27,PROD009,Hyaluronic Toner,4,39.99,1043,159.96
INV99173,2023-12-12,PROD004,Hair Growth Oil,3,44.99,1051,134.97
INV25408,2023-11-27,PROD005,Lip Treatment Set,1,24.99,1261,24.99
INV15737,2023-01-15,PROD002,Moisturising Cream,1,34.99,1201,34.99
INV83563,2023-09-28,PROD004,Hair Growth Oil,2,44.99,1001,89.98
INV42044,2023-12-04,PROD004,Hair Growth Oil,1,44.99,1080,44.99
INV54438,2023-12-05,PROD008,Retinol Night Cream,5,54.99,1039,274.95
INV18992,2023-12-10,PROD010,Collagen Supplement,3,49.99,1027,149.97
INV10851,2023-10-28,PROD010,Collagen Supplement,4,49.99,1001,199.96
INV28643,2023-11-22,PROD003,Vitamin C Kit,4,59.99,1020,239.96
INV87820,2023-10-21,PROD010,Collagen Supplement,4,49.99,1046,199.96
INV31983,2023-06-18,PROD009,Hyaluronic Toner,2,39.99,1153,79.98
INV41385,2023-12-28,PROD006,Anti-Ageing Eye Cream,4,69.99,1004,279.96
INV75546,2023-09-26,PROD010,Collagen Supplement,5,49.99,1046,249.95
INV47752,2023-09-27,PROD005,Lip Treatment Set,3,24.99,1021,74.97
INV65724,2023-11-23,PROD001,Premium Face Serum,2,89.99,1012,179.98
